Time_UNIT_sec,INS.Accel.A_x_UNIT_m/s2,INS.Accel.A_y_UNIT_m/s2,INS.Accel.A_z_UNIT_m/s2,INS.Gyro.p_UNIT_deg/s,INS.Gyro.q_UNIT_deg/s,INS.Gyro.r_UNIT_deg/s,INS.Euler.Roll_UNIT_deg,INS.Euler.Pitch_UNIT_deg,INS.Euler.Yaw_UNIT_deg,INS.GPS.P_n_UNIT_m_FRAME_O,INS.GPS.P_e_UNIT_m_FRAME_O,INS.GPS.P_d_UNIT_m_FRAME_O,INS.GPS.V_n_UNIT_m/s_FRAME_O,INS.GPS.V_e_UNIT_m/s_FRAME_O,INS.GPS.V_d_UNIT_m/s_FRAME_O,Airdata.Vair_UNIT_m/s,Airdata.AoA_UNIT_deg,Airdata.AoS_UNIT_deg
696.5,-0.75143045,0.60754266,-12.598006,8.7501575,13.685285,-0.62199139,-18.643717,10.976894,53.57514,147.01051,23.363969,-39.254776,12.822899,17.143872,-4.6001903,23.147817,-0.73886053,-0.66593037
696.51,-0.80524346,0.40760576,-12.614603,8.838401,13.828891,0.056447436,-18.569373,11.111516,53.534228,147.13776,23.536106,-39.413498,12.837764,17.099264,-4.6155442,23.122774,-0.67745562,-0.74737976
696.52,-0.76875329,0.48263968,-13.109408,10.497852,13.920623,-0.21103244,-18.491405,11.245198,53.498198,147.26643,23.707713,-39.557899,12.847487,17.052685,-4.6336608,23.093993,-0.62466115,-0.82382336
696.53,-0.85140805,0.62921144,-13.645044,12.345982,14.110092,-1.1139115,-18.391418,11.37467,53.448902,147.39703,23.878406,-39.674688,12.855767,17.003148,-4.659071,23.063491,-0.59016015,-0.88182532
696.54,-0.80650938,0.53318754,-13.923407,13.52088,14.398304,-1.5913488,-18.253732,11.502211,53.382698,147.5267,24.049042,-39.7755,12.866909,16.952885,-4.6978305,23.036979,-0.58354287,-0.91859967
696.55,-0.7680599,0.32467843,-13.956747,13.402471,14.383197,-1.4328121,-18.126407,11.635109,53.311209,147.65583,24.219413,-39.888637,12.874638,16.901052,-4.7292076,23.006199,-0.553334,-0.95273234
696.56,-0.64356656,0.059132994,-14.032631,11.791354,13.682238,-1.1706943,-18.009157,11.773768,53.259852,147.78611,24.38959,-39.993497,12.889595,16.849904,-4.7562601,22.9811,-0.51539269,-1.0253519
696.57,-0.44816012,-0.083330842,-14.387976,9.584256,12.506136,-1.911094,-17.903592,11.899938,53.212303,147.91724,24.559051,-40.104988,12.903305,16.795874,-4.7863564,22.954503,-0.49999168,-1.0983917
696.58,-0.33005824,-0.15177847,-14.716344,7.37454,11.189595,-3.9894956,-17.83121,12.002189,53.159012,148.04957,24.72779,-40.192633,12.923692,16.742841,-4.8265017,22.935576,-0.53098099,-1.1645239
696.59,-0.25209518,-0.36903627,-14.808619,6.0597805,10.082759,-6.2315884,-17.795911,12.086487,53.071879,148.18251,24.896829,-40.239689,12.940222,16.689298,-4.867678,22.915237,-0.57058572,-1.1852026
696.6,-0.28356764,-0.64013687,-14.769227,6.0298514,9.1881716,-8.3354173,-17.771193,12.151961,52.960461,148.31617,25.064919,-40.299117,12.960437,16.634637,-4.904615,22.89512,-0.61424693,-1.1915221
696.61,-0.1762455,-0.9746681,-14.881212,6.2939693,8.2130771,-10.101702,-17.727164,12.20984,52.850498,148.45224,25.231158,-40.395642,12.984436,16.576565,-4.9381947,22.87437,-0.66319991,-1.2170247
696.62,-0.13443299,-1.1455054,-14.9392,5.3576508,7.6005859,-11.588027,-17.679687,12.250889,52.720304,148.5899,25.396554,-40.511348,13.009444,16.517511,-4.9759444,22.854431,-0.73369187,-1.2209047
696.63,-0.11478781,-1.1639702,-14.913895,3.7800406,7.8410304,-12.619007,-17.658047,12.274428,52.571768,148.73085,25.561579,-40.605095,13.039374,16.459193,-5.0180794,22.839177,-0.82692305,-1.2074684
696.64,-0.19457665,-1.0069536,-14.736857,3.4279708,9.2153713,-12.598994,-17.682744,12.305579,52.416749,148.87292,25.726564,-40.633012,13.063732,16.400396,-5.0513295,22.818799,-0.88975585,-1.1853296
696.65,-0.42049671,-0.59552131,-14.47654,4.8869821,11.419989,-11.970775,-17.693421,12.364399,52.265189,149.01318,25.890596,-40.730389,13.088135,16.342488,-5.085868,22.798707,-0.92971499,-1.1725353
696.66,-0.48664781,0.016902553,-14.352838,7.3350018,13.331574,-12.057048,-17.652312,12.453654,52.11603,149.15028,26.055306,-40.811802,13.105353,16.286604,-5.1205345,22.775556,-0.93559163,-1.1498819
696.67,-0.55076632,0.63378945,-14.303181,8.3608807,14.052621,-12.875749,-17.592221,12.562859,51.960859,149.2842,26.220175,-40.884473,13.113155,16.232755,-5.153363,22.746829,-0.91123639,-1.1039392
696.68,-0.53199942,0.90404197,-14.351465,7.6747049,13.988147,-13.506425,-17.53831,12.659002,51.773728,149.41497,26.385809,-40.965091,13.117187,16.187182,-5.1899261,22.722222,-0.8895069,-0.99808144
696.69,-0.53207533,0.93668597,-14.501976,6.8640805,13.542608,-13.952232,-17.516514,12.736899,51.589956,149.54485,26.551232,-41.03635,13.119511,16.138229,-5.2295558,22.694455,-0.89692385,-0.88735094
696.7,-0.57407645,0.79313326,-14.519139,6.2232379,13.038188,-14.017196,-17.498323,12.829789,51.425355,149.67598,26.71555,-41.122119,13.1275,16.086185,-5.2671695,22.668639,-0.89589638,-0.81872849
696.71,-0.4998219,0.62756584,-14.383804,5.0957925,12.34031,-14.254171,-17.465431,12.913139,51.24402,149.80683,26.879087,-41.208033,13.131193,16.033072,-5.3067515,22.639726,-0.90413614,-0.72432793
696.72,-0.47298856,0.40189142,-14.085502,2.9174466,11.461516,-14.772332,-17.44952,12.981939,51.060135,149.93782,27.041238,-41.256634,13.137432,15.983152,-5.3413411,22.612583,-0.9132442,-0.62871322
696.73,-0.36779346,-0.057493021,-13.684275,0.25461257,11.103132,-15.050054,-17.484314,13.035269,50.885012,150.06996,27.201813,-41.295137,13.147101,15.933155,-5.3744811,22.586577,-0.93932384,-0.54664149
696.74,-0.3906522,-0.43753376,-13.408602,-1.5666212,11.386908,-15.662599,-17.544949,13.093465,50.705256,150.20438,27.361081,-41.396922,13.158846,15.878956,-5.3982488,22.557484,-0.94276873,-0.48211821
696.75,-0.33724304,-0.62926262,-13.139241,-2.516566,12.309531,-16.330061,-17.609828,13.16044,50.513397,150.34124,27.519377,-41.513272,13.178099,15.825728,-5.4187135,22.534009,-0.92743974,-0.4271693
696.76,-0.15000765,-0.61044816,-13.109028,-3.7160322,13.140615,-16.112594,-17.678837,13.225961,50.302999,150.4788,27.677622,-41.61691,13.191645,15.770028,-5.4406351,22.50574,-0.91196854,-0.34431809
696.77,-0.15785338,-0.49294134,-13.14175,-5.0644726,14.03557,-14.737755,-17.768864,13.308461,50.095578,150.61664,27.835994,-41.71731,13.207535,15.721217,-5.4595782,22.484216,-0.86714387,-0.26453726
696.78,-0.15253238,-0.38388278,-13.164682,-5.7669718,14.908269,-12.8911,-17.878705,13.400595,49.920502,150.7534,27.993457,-41.79861,13.225198,15.671534,-5.4846534,22.463215,-0.839369,-0.21718539
696.79,-0.29902896,-0.22831032,-13.256181,-5.8626597,15.324467,-11.697267,-17.979879,13.516511,49.763256,150.88936,28.15027,-41.884047,13.236983,15.616094,-5.5060467,22.433151,-0.79036835,-0.19406261
696.8,-0.33290505,-0.13811101,-13.221218,-6.3813467,15.091091,-11.436797,-18.062439,13.633643,49.603215,151.02478,28.307542,-42.028693,13.248118,15.565037,-5.528837,22.408381,-0.73700967,-0.16086284
696.81,-0.18894435,-0.14102744,-13.277848,-8.5131765,14.089849,-11.195436,-18.160738,13.740317,49.438845,151.15984,28.464244,-42.156793,13.256517,15.512387,-5.5532249,22.381118,-0.69753801,-0.11717465
696.82,-0.19095788,-0.28871154,-13.293075,-11.728724,13.251534,-10.243844,-18.295851,13.828612,49.282545,151.29428,28.62018,-42.208068,13.270392,15.461502,-5.5755258,22.356649,-0.67363567,-0.084687254
696.83,-0.14862183,-0.44805962,-13.266013,-14.532699,12.94357,-9.0685806,-18.472394,13.91367,49.149906,151.42871,28.774957,-42.251672,13.285168,15.408406,-5.6006971,22.33098,-0.67053514,-0.076971411
696.84,-0.25428461,-0.48084508,-13.407599,-16.174239,13.105622,-8.5012802,-18.663854,14.015108,49.032473,151.56415,28.928752,-42.334921,13.298685,15.351349,-5.6206472,22.301225,-0.64853806,-0.098385282
696.85,-0.2397834,-0.54917192,-13.582777,-17.484281,13.389708,-8.5510198,-18.860766,14.117213,48.909312,151.69966,29.082665,-42.439748,13.314891,15.297542,-5.6421288,22.276817,-0.62461073,-0.11371986
696.86,-0.23169114,-0.64926425,-13.922994,-19.51057,13.758495,-7.9991958,-19.063311,14.211528,48.771535,151.83533,29.237371,-42.518365,13.327013,15.237269,-5.6701095,22.247907,-0.62306184,-0.10685271
696.87,-0.28150063,-0.71114667,-14.202746,-21.362332,14.520475,-6.5121948,-19.303115,14.310557,48.639951,151.97145,29.391553,-42.572197,13.346833,15.178674,-5.6972944,22.225072,-0.61746007,-0.12026646
